#PATH-POINTS-START Path
-170.42,-34.261,120,0
-168.664,-35.219,120
-166.908,-36.177,120
-165.153,-37.134,120
-163.397,-38.092,120
-161.641,-39.05,120
-159.885,-40.008,120
-158.129,-40.965,120
-156.374,-41.923,120
-154.618,-42.881,120
-152.862,-43.838,120
-151.106,-44.796,120
-149.351,-45.754,120
-147.595,-46.711,120
-145.839,-47.669,120
-144.083,-48.627,120
-142.327,-49.585,120
-140.572,-50.542,120
-138.816,-51.5,120
-137.06,-52.458,120
-135.304,-53.415,120
-133.548,-54.373,120
-131.793,-55.331,120
-130.037,-56.289,120
-128.281,-57.246,120
-126.525,-58.204,120
-124.769,-59.162,120
-123.014,-60.119,120
-121.258,-61.077,120
-119.502,-62.035,120
-119.986,-62.398,120,0
-121.986,-62.359,120
-123.985,-62.319,120
-125.985,-62.28,120
-127.984,-62.241,120
-129.984,-62.202,120
-131.984,-62.163,120
-133.983,-62.123,120
-135.983,-62.084,120
-137.982,-62.045,120
-139.982,-62.006,120
-141.982,-61.967,120
-143.981,-61.927,120
-145.981,-61.888,120
-147.981,-61.849,120
-149.98,-61.81,120
-151.98,-61.771,120
-153.979,-61.731,120
-155.979,-61.692,120
-157.979,-61.653,120
-159.978,-61.614,120
-161.978,-61.575,120
-163.977,-61.535,120
-165.977,-61.496,120
-167.977,-61.457,120
-169.976,-61.418,120
-171.976,-61.378,120,0
-169.993,-61.378,120
-167.993,-61.378,120
-165.993,-61.378,120
-163.993,-61.378,120
-161.993,-61.378,120
-159.993,-61.378,120
-157.993,-61.378,120
-155.993,-61.378,120
-153.993,-61.378,120
-151.993,-61.378,120
-149.993,-61.378,120
-147.993,-61.378,120
-145.993,-61.378,120
-143.993,-61.378,120
-141.993,-61.378,120
-139.993,-61.378,120
-137.993,-61.378,120
-135.993,-61.378,120
-133.993,-61.378,120
-131.993,-61.378,120
-129.993,-61.378,120
-127.993,-61.378,120
-125.993,-61.378,120
-123.993,-61.378,120
-121.993,-61.378,120
-119.993,-61.378,120,0
-120.788,-62.957,120
-121.821,-64.67,120
-122.854,-66.382,120
-123.886,-68.095,120
-124.919,-69.808,120
-125.952,-71.521,120
-126.984,-73.233,120
-128.017,-74.946,120
-129.05,-76.659,120
-130.082,-78.372,120
-131.115,-80.085,120
-132.148,-81.797,120
-133.18,-83.51,120
-134.213,-85.223,120
-135.246,-86.936,120
-136.279,-88.648,120
-137.311,-90.361,120
-138.344,-92.074,120
-139.377,-93.787,120
-140.409,-95.499,120
-140.819,-96.662,120,0
-138.991,-95.851,120
-137.163,-95.04,120
-135.334,-94.229,120
-133.506,-93.418,120
-131.678,-92.607,120
-129.85,-91.795,120
-128.022,-90.984,120
-126.194,-90.173,120
-124.366,-89.362,120
-122.538,-88.551,120
-120.71,-87.74,120
-118.881,-86.929,120
-117.053,-86.117,120
-115.225,-85.306,120
-113.397,-84.495,120
-111.569,-83.684,120
-109.741,-82.873,120
-107.913,-82.062,120
-106.085,-81.25,120
-104.256,-80.439,120
-102.428,-79.628,120
-100.6,-78.817,120
-98.772,-78.006,120
-96.944,-77.195,120
-95.116,-76.384,120
-93.288,-75.572,120
-91.46,-74.761,120
-89.631,-73.95,120
-87.803,-73.139,120
-85.975,-72.328,120
-84.147,-71.517,120
-82.319,-70.705,120
-80.491,-69.894,120
-78.663,-69.083,120
-76.835,-68.272,120
-75.006,-67.461,120
-73.178,-66.65,120
-71.35,-65.839,120
-69.522,-65.027,120
-67.694,-64.216,120
-65.866,-63.405,120
-64.038,-62.594,120
-62.762,-61.905,120,0
-64.762,-61.942,120
-66.761,-61.979,120
-68.761,-62.016,120
-70.761,-62.053,120
-72.76,-62.09,120
-74.76,-62.127,120
-76.76,-62.164,120
-78.759,-62.201,120
-80.759,-62.238,120
-82.759,-62.275,120
-84.758,-62.312,120
-86.758,-62.35,120
-88.758,-62.387,120
-90.757,-62.424,120
-92.757,-62.461,120
-94.757,-62.498,120
-96.756,-62.535,120
-98.756,-62.572,120
-100.755,-62.609,120
-102.755,-62.646,120
-104.755,-62.683,120
-106.754,-62.72,120
-108.754,-62.757,120
-110.754,-62.794,120
-112.753,-62.831,120
-114.753,-62.868,120
-116.753,-62.905,120
-118.793,-62.943,120,0
-118.793,-62.943,0,0
