#PATH-POINTS-START Path
-171.724,-32.697,120,0
-169.968,-33.655,120
-168.212,-34.612,120
-166.456,-35.57,120
-164.701,-36.528,120
-162.945,-37.485,120
-161.189,-38.443,120
-159.433,-39.401,120
-157.677,-40.358,120
-155.922,-41.316,120
-154.166,-42.274,120
-152.41,-43.232,120
-150.654,-44.189,120
-148.898,-45.147,120
-147.143,-46.105,120
-145.387,-47.062,120
-143.631,-48.02,120
-141.875,-48.978,120
-140.119,-49.936,120
-138.364,-50.893,120
-136.608,-51.851,120
-134.852,-52.809,120
-133.096,-53.766,120
-131.341,-54.724,120
-129.585,-55.682,120
-127.829,-56.639,120
-126.073,-57.597,120
-124.317,-58.555,120
-122.562,-59.513,120
-120.806,-60.47,120
-121.29,-60.833,120,0
-123.289,-60.794,120
-125.289,-60.755,120
-127.288,-60.716,120
-129.288,-60.677,120
-131.288,-60.637,120
-133.287,-60.598,120
-135.287,-60.559,120
-137.287,-60.52,120
-139.286,-60.481,120
-141.286,-60.441,120
-143.285,-60.402,120
-145.285,-60.363,120
-147.285,-60.324,120
-149.284,-60.285,120
-151.284,-60.245,120
-153.283,-60.206,120
-155.283,-60.167,120
-157.283,-60.128,120
-159.282,-60.089,120
-161.282,-60.049,120
-163.282,-60.01,120
-165.281,-59.971,120
-167.281,-59.932,120
-169.28,-59.892,120
-171.28,-59.853,120
-173.28,-59.814,120,0
-171.297,-59.814,120
-169.297,-59.814,120
-167.297,-59.814,120
-165.297,-59.814,120
-163.297,-59.814,120
-161.297,-59.814,120
-159.297,-59.814,120
-157.297,-59.814,120
-155.297,-59.814,120
-153.297,-59.814,120
-151.297,-59.814,120
-149.297,-59.814,120
-147.297,-59.814,120
-145.297,-59.814,120
-143.297,-59.814,120
-141.297,-59.814,120
-139.297,-59.814,120
-137.297,-59.814,120
-135.297,-59.814,120
-133.297,-59.814,120
-131.297,-59.814,120
-129.297,-59.814,120
-127.297,-59.814,120
-125.297,-59.814,120
-123.297,-59.814,120
-121.297,-59.814,120,0
-122.959,-60.113,120
-124.933,-60.437,120
-126.906,-60.761,120
-128.88,-61.085,120
-130.853,-61.409,120
-132.827,-61.733,120
-134.801,-62.057,120
-136.774,-62.381,120
-138.748,-62.705,120
-140.721,-63.029,120
-142.695,-63.353,120
-144.668,-63.677,120
-146.642,-64.001,120
-148.616,-64.325,120
-150.589,-64.649,120
-152.563,-64.973,120
-154.536,-65.297,120
-155.826,-65.906,120,0
-154.667,-67.535,120
-153.507,-69.165,120
-152.348,-70.794,120
-151.188,-72.424,120
-150.029,-74.054,120
-148.869,-75.683,120
-147.71,-77.313,120
-146.55,-78.942,120
-145.391,-80.572,120
-144.231,-82.202,120
-143.072,-83.831,120
-141.912,-85.461,120
-140.753,-87.09,120
-139.593,-88.72,120
-138.434,-90.349,120
-137.274,-91.979,120
-136.115,-93.609,120
-134.955,-95.238,120
-133.796,-96.868,120
-132.636,-98.497,120
-131.477,-100.127,120
-130.317,-101.757,120
-129.158,-103.386,120
-127.998,-105.016,120
-126.839,-106.645,120
-125.679,-108.275,120
-124.52,-109.904,120
-123.36,-111.534,120
-122.201,-113.164,120
-121.041,-114.793,120
-119.881,-116.423,120
-118.722,-118.052,120
-117.562,-119.682,120,0
-117.571,-117.912,120
-117.658,-115.913,120
-117.745,-113.915,120
-117.832,-111.917,120
