timestamp,left_temp,left_vel,left_deg,left_voltage,left_current,left_power,left_torque,left_efficiency,right_temp,right_vel,right_deg,right_voltage,right_current,right_power,right_torque,right_efficiency,rotation_deg,autonSelector_deg,hTracker_deg,imu_heading,mfl_temp,mfl_vel,mfl_deg,mfl_voltage,mfl_current,mfl_power,mfl_torque,mfl_efficiency,mfl_overtemp,mfl_overcurrent,mbl_temp,mbl_vel,mbl_deg,mbl_voltage,mbl_current,mbl_power,mbl_torque,mbl_efficiency,mbl_overtemp,mbl_overcurrent,mfr_temp,mfr_vel,mfr_deg,mfr_voltage,mfr_current,mfr_power,mfr_torque,mfr_efficiency,mfr_overtemp,mfr_overcurrent,mbr_temp,mbr_vel,mbr_deg,mbr_voltage,mbr_current,mbr_power,mbr_torque,mbr_efficiency,mbr_overtemp,mbr_overcurrent,imu_rotation,imu_pitch,imu_roll
4327,42.500000,0.000000,3.118333,-0.132500,0.553500,0.000000,0.081031,0.000000,40.000000,0.000000,3.205000,-0.105000,0.000000,0.000000,0.000000,0.000000,3.161667,21474836.470000,21474836.470000,inf,40.000000,-0.000000,3.120000,-0.160000,1.107000,0.000000,0.162063,0.000000,0,0,45.000000,-0.000000,3.116667,-0.105000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,3.200000,-0.074000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,3.210000,-0.136000,0.000000,0.000000,0.000000,0.000000,0,0,inf,inf,inf
4438,42.500000,-164.000000,-0.071667,-7.503000,1.014500,2.228173,0.134854,29.928729,40.000000,-208.500000,-0.086667,-7.869000,0.918500,2.616952,0.120094,36.244860,-0.079167,21474836.470000,21474836.470000,inf,40.000000,-144.800000,-0.070000,-7.275000,1.308000,2.703502,0.178325,28.410961,0,1,45.000000,-183.200000,-0.073333,-7.731000,0.721000,1.752844,0.091384,31.446496,0,0,40.000000,-199.600000,-0.076667,-7.638000,0.950000,2.615267,0.125144,36.042316,0,0,40.000000,-217.400000,-0.096667,-8.100000,0.887000,2.618637,0.115045,36.447403,0,0,inf,inf,inf
4549,42.500000,-299.600000,-0.431667,-10.105500,2.401500,10.459350,0.333446,43.182295,40.000000,-333.100000,-0.530000,-10.311500,2.465500,11.940221,0.342450,46.990946,-0.480833,21474836.470000,21474836.470000,inf,40.000000,-304.600000,-0.430000,-9.751000,2.394000,10.620063,0.333005,45.493964,0,1,45.000000,-294.600000,-0.433333,-10.460000,2.409000,10.298638,0.333888,40.870626,0,1,40.000000,-341.600000,-0.526667,-10.225000,2.442000,12.130385,0.339164,48.580905,0,1,40.000000,-324.600000,-0.533333,-10.398000,2.489000,11.750058,0.345736,45.400987,0,1,inf,inf,inf
4661,42.500000,-486.600000,-1.170000,-11.436000,1.565500,10.614518,0.208361,59.115427,40.000000,-525.400000,-1.311667,-11.377500,1.628500,11.976073,0.217710,64.636878,-1.240833,21474836.470000,21474836.470000,inf,40.000000,-486.400000,-1.173333,-11.242000,1.843000,12.702061,0.249422,61.306323,0,0,45.000000,-486.800000,-1.166667,-11.630000,1.288000,8.526976,0.167301,56.924531,0,0,40.000000,-525.600000,-1.316667,-11.390000,1.626000,11.959184,0.217320,64.573941,0,0,40.000000,-525.200000,-1.306667,-11.365000,1.631000,11.992962,0.218100,64.699816,0,0,inf,inf,inf
4772,42.500000,-507.400000,-2.061667,-8.457500,0.222000,0.897899,0.016848,45.995523,40.000000,-503.100000,-2.271667,-8.371000,0.198000,0.710435,0.013489,42.762589,-2.166667,21474836.470000,21474836.470000,inf,40.000000,-511.400000,-2.086667,-8.254000,0.266000,1.267871,0.023679,57.746941,0,0,45.000000,-503.400000,-2.036667,-8.661000,0.178000,0.527927,0.010016,34.244105,0,0,40.000000,-503.600000,-2.280000,-8.365000,0.189000,0.642197,0.012180,40.620087,0,0,40.000000,-502.600000,-2.263333,-8.377000,0.207000,0.778672,0.014797,44.905092,0,0,inf,inf,inf
4883,42.500000,-358.000000,-2.841667,-3.403000,0.016500,0.000000,0.000000,0.000000,40.000000,-340.900000,-3.038333,-3.607000,0.000000,0.000000,0.000000,0.000000,-2.940000,21474836.470000,21474836.470000,inf,40.000000,-355.000000,-2.853333,-3.172000,0.033000,0.000000,0.000000,0.000000,0,0,45.000000,-361.000000,-2.830000,-3.634000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,-330.200000,-3.050000,-3.068000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,-351.600000,-3.026667,-4.146000,0.000000,0.000000,0.000000,0.000000,0,0,inf,inf,inf
4995,42.500000,-102.900000,-3.266667,1.130500,1.109000,1.657158,0.160553,100.000000,40.000000,-84.700000,-3.440000,1.170500,0.576000,0.736913,0.082305,98.875433,-3.353333,21474836.470000,21474836.470000,inf,40.000000,-89.400000,-3.270000,1.121000,1.459000,1.983460,0.211904,100.000000,0,0,45.000000,-116.400000,-3.263333,1.140000,0.759000,1.330855,0.109202,100.000000,0,0,40.000000,-78.000000,-3.446667,1.189000,0.508000,0.590427,0.072298,97.750866,0,0,40.000000,-91.400000,-3.433333,1.152000,0.644000,0.883398,0.092313,100.000000,0,0,inf,inf,inf
5106,42.500000,45.400000,-3.270000,1.447500,0.507500,0.339149,0.071744,46.318437,40.000000,43.100000,-3.431667,1.450500,0.287000,0.176117,0.039399,42.617979,-3.350833,21474836.470000,21474836.470000,inf,40.000000,44.400000,-3.273333,1.460000,0.630000,0.416929,0.089688,45.328241,0,0,45.000000,46.400000,-3.266667,1.435000,0.385000,0.261368,0.053801,47.308634,0,0,40.000000,46.200000,-3.436667,1.460000,0.252000,0.165661,0.034248,45.026270,0,0,40.000000,40.000000,-3.426667,1.441000,0.322000,0.186574,0.044550,40.209689,0,0,inf,inf,inf
5217,42.500000,43.100000,-3.186667,1.025500,0.206000,0.128757,0.028733,30.539792,40.000000,45.500000,-3.348333,1.044000,0.000000,0.000000,0.000000,0.000000,-3.267500,21474836.470000,21474836.470000,inf,40.000000,42.800000,-3.190000,1.041000,0.405000,0.257515,0.057466,61.079584,0,0,45.000000,43.400000,-3.183333,1.010000,0.007000,0.000000,0.000000,0.000000,0,0,40.000000,44.400000,-3.353333,1.041000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,46.600000,-3.343333,1.047000,0.000000,0.000000,0.000000,0.000000,0,0,inf,inf,inf
5328,42.500000,32.100000,-3.120000,0.557500,0.233000,0.114218,0.033670,45.221816,40.000000,30.500000,-3.281667,0.566500,0.000000,0.000000,0.000000,0.000000,-3.200833,21474836.470000,21474836.470000,inf,40.000000,32.400000,-3.123333,0.542000,0.466000,0.228435,0.067340,90.443632,0,0,45.000000,31.800000,-3.116667,0.573000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,30.800000,-3.286667,0.554000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,30.200000,-3.276667,0.579000,0.000000,0.000000,0.000000,0.000000,0,0,inf,inf,inf
5439,42.500000,16.400000,-3.088333,0.175500,0.456500,0.121651,0.066776,50.000000,40.000000,14.300000,-3.251667,0.172500,0.000000,0.000000,0.000000,0.000000,-3.170000,21474836.470000,21474836.470000,inf,40.000000,17.400000,-3.093333,0.191000,0.913000,0.243302,0.133552,100.000000,0,0,45.000000,15.400000,-3.083333,0.160000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,14.200000,-3.256667,0.148000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,14.400000,-3.246667,0.197000,0.000000,0.000000,0.000000,0.000000,0,0,inf,inf,inf
5551,42.500000,11.600000,-3.085000,0.135500,0.598500,0.089915,0.087631,46.948126,40.000000,18.600000,-3.251667,0.108000,0.000000,0.000000,0.000000,0.000000,-3.168333,21474836.470000,21474836.470000,inf,40.000000,9.800000,-3.086667,0.160000,1.197000,0.179830,0.175263,93.896253,0,0,45.000000,13.400000,-3.083333,0.111000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,11.400000,-3.256667,0.080000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,25.800000,-3.246667,0.136000,0.000000,0.000000,0.000000,0.000000,0,0,inf,inf,inf
5662,42.500000,0.000000,-3.085000,0.132500,0.600000,0.000000,0.087851,0.000000,40.000000,0.000000,-3.251667,0.104500,0.000000,0.000000,0.000000,0.000000,-3.168333,21474836.470000,21474836.470000,inf,40.000000,-0.000000,-3.086667,0.160000,1.200000,0.000000,0.175703,0.000000,0,0,45.000000,-0.000000,-3.083333,0.105000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,-3.256667,0.080000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,-3.246667,0.129000,0.000000,0.000000,0.000000,0.000000,0,0,inf,inf,inf
5773,42.500000,0.000000,-3.085000,0.132500,0.596000,0.000000,0.087270,0.000000,40.000000,0.000000,-3.251667,0.104500,0.000000,0.000000,0.000000,0.000000,-3.168333,21474836.470000,21474836.470000,inf,40.000000,-0.000000,-3.086667,0.154000,1.192000,0.000000,0.174541,0.000000,0,0,45.000000,-0.000000,-3.083333,0.111000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,-3.256667,0.080000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,-3.246667,0.129000,0.000000,0.000000,0.000000,0.000000,0,0,inf,inf,inf
5885,42.500000,0.000000,-3.085000,0.135500,0.597000,0.000000,0.087411,0.000000,40.000000,0.000000,-3.251667,0.104500,0.000000,0.000000,0.000000,0.000000,-3.168333,21474836.470000,21474836.470000,inf,40.000000,-0.000000,-3.086667,0.160000,1.194000,0.000000,0.174823,0.000000,0,0,45.000000,-0.000000,-3.083333,0.111000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,-3.256667,0.080000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,-3.246667,0.129000,0.000000,0.000000,0.000000,0.000000,0,0,inf,inf,inf
5996,42.500000,0.000000,-3.085000,0.132500,0.596000,0.000000,0.087265,0.000000,40.000000,0.000000,-3.251667,0.105000,0.000000,0.000000,0.000000,0.000000,-3.168333,21474836.470000,21474836.470000,inf,40.000000,-0.000000,-3.086667,0.160000,1.192000,0.000000,0.174529,0.000000,0,0,45.000000,-0.000000,-3.083333,0.105000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,-3.256667,0.074000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,-3.246667,0.136000,0.000000,0.000000,0.000000,0.000000,0,0,inf,inf,inf
6107,42.500000,0.000000,-3.085000,0.135500,0.599000,0.000000,0.087705,0.000000,40.000000,0.000000,-3.251667,0.104500,0.000000,0.000000,0.000000,0.000000,-3.168333,21474836.470000,21474836.470000,inf,40.000000,-0.000000,-3.086667,0.160000,1.198000,0.000000,0.175409,0.000000,0,0,45.000000,-0.000000,-3.083333,0.111000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,-3.256667,0.080000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,-3.246667,0.129000,0.000000,0.000000,0.000000,0.000000,0,0,inf,inf,inf
6218,42.500000,0.000000,-3.085000,0.132500,0.595000,0.000000,0.087118,0.000000,40.000000,0.000000,-3.251667,0.111000,0.000000,0.000000,0.000000,0.000000,-3.168333,21474836.470000,21474836.470000,inf,40.000000,-0.000000,-3.086667,0.160000,1.190000,0.000000,0.174236,0.000000,0,0,45.000000,-0.000000,-3.083333,0.105000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,-3.256667,0.086000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,-3.246667,0.136000,0.000000,0.000000,0.000000,0.000000,0,0,inf,inf,inf
6329,42.500000,0.000000,-3.085000,0.132500,0.600000,0.000000,0.087857,0.000000,40.000000,0.000000,-3.251667,0.104500,0.000000,0.000000,0.000000,0.000000,-3.168333,21474836.470000,21474836.470000,inf,40.000000,-0.000000,-3.086667,0.154000,1.200000,0.000000,0.175714,0.000000,0,0,45.000000,-0.000000,-3.083333,0.111000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,-3.256667,0.080000,0.000000,0.000000,0.000000,0.000000,0,0,40.000000,0.000000,-3.246667,0.129000,0.000000,0.000000,0.000000,0.000000,0,0,inf,inf,inf
